CLASS		# OF HANDS		CLASS NAME
KQJ6T		30		King high 4 flush
KQJ69		30		King high 4 flush
KQJ68		30		King high 4 flush
KQJ67		30		King high 4 flush
KQJ66		30		King high 4 flush
KQT9A		30		King high 4 flush
KQT9K		30		King high 4 flush
KQT9Q		30		King high 4 flush
KQT9J		30		King high 4 flush
KQT9T		30		King high 4 flush
KQT99		30		King high 4 flush
KQT98		30		King high 4 flush
KQT97		30		King high 4 flush
KQT96		30		King high 4 flush
KQT8A		30		King high 4 flush
KQT8K		30		King high 4 flush
KQT8Q		30		King high 4 flush
KQT8J		30		King high 4 flush
KQT8T		30		King high 4 flush
KQT89		30		King high 4 flush
KQT88		30		King high 4 flush
KQT87		30		King high 4 flush
KQT86		30		King high 4 flush
KQT7A		30		King high 4 flush
KQT7K		30		King high 4 flush
KQT7Q		30		King high 4 flush
KQT7J		30		King high 4 flush
KQT7T		30		King high 4 flush
KQT79		30		King high 4 flush
KQT78		30		King high 4 flush
KQT77		30		King high 4 flush
KQT76		30		King high 4 flush
KQT6A		30		King high 4 flush
KQT6K		30		King high 4 flush
KQT6Q		30		King high 4 flush
KQT6J		30		King high 4 flush
KQT6T		30		King high 4 flush
KQT69		30		King high 4 flush
KQT68		30		King high 4 flush
KQT67		30		King high 4 flush
KQT66		30		King high 4 flush
KQ98A		30		King high 4 flush
KQ98K		30		King high 4 flush
KQ98Q		30		King high 4 flush
KQ98J		30		King high 4 flush
KQ98T		30		King high 4 flush
KQ989		30		King high 4 flush
KQ988		30		King high 4 flush
KQ987		30		King high 4 flush
KQ986		30		King high 4 flush
KQ97A		30		King high 4 flush
KQ97K		30		King high 4 flush
KQ97Q		30		King high 4 flush
KQ97J		30		King high 4 flush
KQ97T		30		King high 4 flush
KQ979		30		King high 4 flush
KQ978		30		King high 4 flush
KQ977		30		King high 4 flush
KQ976		30		King high 4 flush
KQ96A		30		King high 4 flush
KQ96K		30		King high 4 flush
KQ96Q		30		King high 4 flush
KQ96J		30		King high 4 flush
KQ96T		30		King high 4 flush
KQ969		30		King high 4 flush
KQ968		30		King high 4 flush
KQ967		30		King high 4 flush
KQ966		30		King high 4 flush
KQ87A		30		King high 4 flush
KQ87K		30		King high 4 flush
KQ87Q		30		King high 4 flush
KQ87J		30		King high 4 flush
KQ87T		30		King high 4 flush
KQ879		30		King high 4 flush
KQ878		30		King high 4 flush
KQ877		30		King high 4 flush
KQ876		30		King high 4 flush
KQ86A		30		King high 4 flush
KQ86K		30		King high 4 flush
KQ86Q		30		King high 4 flush
KQ86J		30		King high 4 flush
KQ86T		30		King high 4 flush
KQ869		30		King high 4 flush
KQ868		30		King high 4 flush
KQ867		30		King high 4 flush
KQ866		30		King high 4 flush
KQ76A		30		King high 4 flush
KQ76K		30		King high 4 flush
KQ76Q		30		King high 4 flush
KQ76J		30		King high 4 flush
KQ76T		30		King high 4 flush
KQ769		30		King high 4 flush
KQ768		30		King high 4 flush
KQ767		30		King high 4 flush
KQ766		30		King high 4 flush
KJT9A		30		King high 4 flush
KJT9K		30		King high 4 flush
KJT9Q		30		King high 4 flush
KJT9J		30		King high 4 flush
KJT9T		30		King high 4 flush
KJT99		30		King high 4 flush
KJT98		30		King high 4 flush
KJT97		30		King high 4 flush
KJT96		30		King high 4 flush
KJT8A		30		King high 4 flush
KJT8K		30		King high 4 flush
KJT8Q		30		King high 4 flush
KJT8J		30		King high 4 flush
KJT8T		30		King high 4 flush
KJT89		30		King high 4 flush
KJT88		30		King high 4 flush
KJT87		30		King high 4 flush
KJT86		30		King high 4 flush
KJT7A		30		King high 4 flush
KJT7K		30		King high 4 flush
KJT7Q		30		King high 4 flush
KJT7J		30		King high 4 flush
KJT7T		30		King high 4 flush
KJT79		30		King high 4 flush
KJT78		30		King high 4 flush
KJT77		30		King high 4 flush
KJT76		30		King high 4 flush
KJT6A		30		King high 4 flush
KJT6K		30		King high 4 flush
KJT6Q		30		King high 4 flush
KJT6J		30		King high 4 flush
KJT6T		30		King high 4 flush
KJT69		30		King high 4 flush
KJT68		30		King high 4 flush
KJT67		30		King high 4 flush
KJT66		30		King high 4 flush
KJ98A		30		King high 4 flush
KJ98K		30		King high 4 flush
KJ98Q		30		King high 4 flush
KJ98J		30		King high 4 flush
KJ98T		30		King high 4 flush
KJ989		30		King high 4 flush
KJ988		30		King high 4 flush
KJ987		30		King high 4 flush
KJ986		30		King high 4 flush
KJ97A		30		King high 4 flush
KJ97K		30		King high 4 flush
KJ97Q		30		King high 4 flush
KJ97J		30		King high 4 flush
KJ97T		30		King high 4 flush
KJ979		30		King high 4 flush
KJ978		30		King high 4 flush
KJ977		30		King high 4 flush
KJ976		30		King high 4 flush
KJ96A		30		King high 4 flush
KJ96K		30		King high 4 flush
KJ96Q		30		King high 4 flush
KJ96J		30		King high 4 flush
KJ96T		30		King high 4 flush
KJ969		30		King high 4 flush
KJ968		30		King high 4 flush
KJ967		30		King high 4 flush
KJ966		30		King high 4 flush
KJ87A		30		King high 4 flush
KJ87K		30		King high 4 flush
KJ87Q		30		King high 4 flush
KJ87J		30		King high 4 flush
KJ87T		30		King high 4 flush
KJ879		30		King high 4 flush
KJ878		30		King high 4 flush
KJ877		30		King high 4 flush
KJ876		30		King high 4 flush
KJ86A		30		King high 4 flush
KJ86K		30		King high 4 flush
KJ86Q		30		King high 4 flush
KJ86J		30		King high 4 flush
KJ86T		30		King high 4 flush
KJ869		30		King high 4 flush
KJ868		30		King high 4 flush
KJ867		30		King high 4 flush
KJ866		30		King high 4 flush
KJ76A		30		King high 4 flush
KJ76K		30		King high 4 flush
KJ76Q		30		King high 4 flush
KJ76J		30		King high 4 flush
KJ76T		30		King high 4 flush
KJ769		30		King high 4 flush
KJ768		30		King high 4 flush
KJ767		30		King high 4 flush
KJ766		30		King high 4 flush
KT98A		30		King high 4 flush
KT98K		30		King high 4 flush
KT98Q		30		King high 4 flush
KT98J		30		King high 4 flush
KT98T		30		King high 4 flush
KT989		30		King high 4 flush
KT988		30		King high 4 flush
KT987		30		King high 4 flush
KT986		30		King high 4 flush
KT97A		30		King high 4 flush
KT97K		30		King high 4 flush
KT97Q		30		King high 4 flush
KT97J		30		King high 4 flush
KT97T		30		King high 4 flush
KT979		30		King high 4 flush
KT978		30		King high 4 flush
KT977		30		King high 4 flush
KT976		30		King high 4 flush
KT96A		30		King high 4 flush
KT96K		30		King high 4 flush
KT96Q		30		King high 4 flush
KT96J		30		King high 4 flush
KT96T		30		King high 4 flush
KT969		30		King high 4 flush
KT968		30		King high 4 flush
KT967		30		King high 4 flush
KT966		30		King high 4 flush
KT87A		30		King high 4 flush
KT87K		30		King high 4 flush
KT87Q		30		King high 4 flush
KT87J		30		King high 4 flush
KT87T		30		King high 4 flush
KT879		30		King high 4 flush
KT878		30		King high 4 flush
KT877		30		King high 4 flush
KT876		30		King high 4 flush
KT86A		30		King high 4 flush
KT86K		30		King high 4 flush
KT86Q		30		King high 4 flush
KT86J		30		King high 4 flush
KT86T		30		King high 4 flush
KT869		30		King high 4 flush
KT868		30		King high 4 flush
KT867		30		King high 4 flush
KT866		30		King high 4 flush
KT76A		30		King high 4 flush
KT76K		30		King high 4 flush
KT76Q		30		King high 4 flush
KT76J		30		King high 4 flush
KT76T		30		King high 4 flush
KT769		30		King high 4 flush
KT768		30		King high 4 flush
KT767		30		King high 4 flush
KT766		30		King high 4 flush
K987A		30		King high 4 flush
K987K		30		King high 4 flush
K987Q		30		King high 4 flush
K987J		30		King high 4 flush
K987T		30		King high 4 flush
K9879		30		King high 4 flush
K9878		30		King high 4 flush
K9877		30		King high 4 flush
K9876		30		King high 4 flush
K986A		30		King high 4 flush
K986K		30		King high 4 flush
K986Q		30		King high 4 flush
K986J		30		King high 4 flush
K986T		30		King high 4 flush
K9869		30		King high 4 flush
K9868		30		King high 4 flush
K9867		30		King high 4 flush
K9866		30		King high 4 flush
K976A		30		King high 4 flush
K976K		30		King high 4 flush
K976Q		30		King high 4 flush
K976J		30		King high 4 flush
K976T		30		King high 4 flush
K9769		30		King high 4 flush
K9768		30		King high 4 flush
K9767		30		King high 4 flush
K9766		30		King high 4 flush
K876A		30		King high 4 flush
K876K		30		King high 4 flush
K876Q		30		King high 4 flush
K876J		30		King high 4 flush
K876T		30		King high 4 flush
K8769		30		King high 4 flush
K8768		30		King high 4 flush
K8767		30		King high 4 flush
K8766		30		King high 4 flush
QJT9A		30		Queen high 4 flush
QJT9K		30		Queen high 4 flush
QJT9Q		30		Queen high 4 flush
QJT9J		30		Queen high 4 flush
QJT9T		30		Queen high 4 flush
QJT99		30		Queen high 4 flush
QJT98		30		Queen high 4 flush
QJT97		30		Queen high 4 flush
QJT96		30		Queen high 4 flush
QJT8A		30		Queen high 4 flush
QJT8K		30		Queen high 4 flush
QJT8Q		30		Queen high 4 flush
QJT8J		30		Queen high 4 flush
QJT8T		30		Queen high 4 flush
QJT89		30		Queen high 4 flush
QJT88		30		Queen high 4 flush
QJT87		30		Queen high 4 flush
QJT86		30		Queen high 4 flush
QJT7A		30		Queen high 4 flush
QJT7K		30		Queen high 4 flush
QJT7Q		30		Queen high 4 flush
QJT7J		30		Queen high 4 flush
QJT7T		30		Queen high 4 flush
QJT79		30		Queen high 4 flush
QJT78		30		Queen high 4 flush
QJT77		30		Queen high 4 flush
QJT76		30		Queen high 4 flush
QJT6A		30		Queen high 4 flush
QJT6K		30		Queen high 4 flush
QJT6Q		30		Queen high 4 flush
QJT6J		30		Queen high 4 flush
QJT6T		30		Queen high 4 flush
QJT69		30		Queen high 4 flush
QJT68		30		Queen high 4 flush
QJT67		30		Queen high 4 flush
QJT66		30		Queen high 4 flush
QJ98A		30		Queen high 4 flush
QJ98K		30		Queen high 4 flush
QJ98Q		30		Queen high 4 flush
QJ98J		30		Queen high 4 flush
QJ98T		30		Queen high 4 flush
QJ989		30		Queen high 4 flush
QJ988		30		Queen high 4 flush
QJ987		30		Queen high 4 flush
QJ986		30		Queen high 4 flush
QJ97A		30		Queen high 4 flush
QJ97K		30		Queen high 4 flush
QJ97Q		30		Queen high 4 flush
QJ97J		30		Queen high 4 flush
QJ97T		30		Queen high 4 flush
QJ979		30		Queen high 4 flush
QJ978		30		Queen high 4 flush
QJ977		30		Queen high 4 flush
QJ976		30		Queen high 4 flush
QJ96A		30		Queen high 4 flush
QJ96K		30		Queen high 4 flush
QJ96Q		30		Queen high 4 flush
QJ96J		30		Queen high 4 flush
QJ96T		30		Queen high 4 flush
QJ969		30		Queen high 4 flush
QJ968		30		Queen high 4 flush
QJ967		30		Queen high 4 flush
QJ966		30		Queen high 4 flush
QJ87A		30		Queen high 4 flush
QJ87K		30		Queen high 4 flush
QJ87Q		30		Queen high 4 flush
QJ87J		30		Queen high 4 flush
QJ87T		30		Queen high 4 flush
QJ879		30		Queen high 4 flush
QJ878		30		Queen high 4 flush
QJ877		30		Queen high 4 flush
QJ876		30		Queen high 4 flush
QJ86A		30		Queen high 4 flush
QJ86K		30		Queen high 4 flush
QJ86Q		30		Queen high 4 flush
QJ86J		30		Queen high 4 flush
QJ86T		30		Queen high 4 flush
QJ869		30		Queen high 4 flush
QJ868		30		Queen high 4 flush
QJ867		30		Queen high 4 flush
QJ866		30		Queen high 4 flush
QJ76A		30		Queen high 4 flush
QJ76K		30		Queen high 4 flush
QJ76Q		30		Queen high 4 flush
QJ76J		30		Queen high 4 flush
QJ76T		30		Queen high 4 flush
QJ769		30		Queen high 4 flush
QJ768		30		Queen high 4 flush
QJ767		30		Queen high 4 flush
QJ766		30		Queen high 4 flush
QT98A		30		Queen high 4 flush
QT98K		30		Queen high 4 flush
QT98Q		30		Queen high 4 flush
QT98J		30		Queen high 4 flush
QT98T		30		Queen high 4 flush
QT989		30		Queen high 4 flush
QT988		30		Queen high 4 flush
QT987		30		Queen high 4 flush
QT986		30		Queen high 4 flush
QT97A		30		Queen high 4 flush
QT97K		30		Queen high 4 flush
QT97Q		30		Queen high 4 flush
QT97J		30		Queen high 4 flush
QT97T		30		Queen high 4 flush
QT979		30		Queen high 4 flush
QT978		30		Queen high 4 flush
QT977		30		Queen high 4 flush
QT976		30		Queen high 4 flush
QT96A		30		Queen high 4 flush
QT96K		30		Queen high 4 flush
QT96Q		30		Queen high 4 flush
QT96J		30		Queen high 4 flush
QT96T		30		Queen high 4 flush
QT969		30		Queen high 4 flush
QT968		30		Queen high 4 flush
QT967		30		Queen high 4 flush
QT966		30		Queen high 4 flush
QT87A		30		Queen high 4 flush
QT87K		30		Queen high 4 flush
QT87Q		30		Queen high 4 flush
QT87J		30		Queen high 4 flush
QT87T		30		Queen high 4 flush
QT879		30		Queen high 4 flush
QT878		30		Queen high 4 flush
QT877		30		Queen high 4 flush
QT876		30		Queen high 4 flush
QT86A		30		Queen high 4 flush
QT86K		30		Queen high 4 flush
QT86Q		30		Queen high 4 flush
QT86J		30		Queen high 4 flush
QT86T		30		Queen high 4 flush
QT869		30		Queen high 4 flush
QT868		30		Queen high 4 flush
QT867		30		Queen high 4 flush
QT866		30		Queen high 4 flush
QT76A		30		Queen high 4 flush
QT76K		30		Queen high 4 flush
QT76Q		30		Queen high 4 flush
QT76J		30		Queen high 4 flush
QT76T		30		Queen high 4 flush
QT769		30		Queen high 4 flush
QT768		30		Queen high 4 flush
QT767		30		Queen high 4 flush
QT766		30		Queen high 4 flush
Q987A		30		Queen high 4 flush
Q987K		30		Queen high 4 flush
Q987Q		30		Queen high 4 flush
Q987J		30		Queen high 4 flush
Q987T		30		Queen high 4 flush
Q9879		30		Queen high 4 flush
Q9878		30		Queen high 4 flush
Q9877		30		Queen high 4 flush
Q9876		30		Queen high 4 flush
Q986A		30		Queen high 4 flush
Q986K		30		Queen high 4 flush
Q986Q		30		Queen high 4 flush
Q986J		30		Queen high 4 flush
Q986T		30		Queen high 4 flush
Q9869		30		Queen high 4 flush
Q9868		30		Queen high 4 flush
Q9867		30		Queen high 4 flush
Q9866		30		Queen high 4 flush
Q976A		30		Queen high 4 flush
Q976K		30		Queen high 4 flush
Q976Q		30		Queen high 4 flush
Q976J		30		Queen high 4 flush
Q976T		30		Queen high 4 flush
Q9769		30		Queen high 4 flush
Q9768		30		Queen high 4 flush
Q9767		30		Queen high 4 flush
Q9766		30		Queen high 4 flush
Q876A		30		Queen high 4 flush
Q876K		30		Queen high 4 flush
Q876Q		30		Queen high 4 flush
Q876J		30		Queen high 4 flush
Q876T		30		Queen high 4 flush
Q8769		30		Queen high 4 flush
Q8768		30		Queen high 4 flush
Q8767		30		Queen high 4 flush
Q8766		30		Queen high 4 flush
JT98A		30		Jack high 4 flush
JT98K		30		Jack high 4 flush
JT98Q		30		Jack high 4 flush
JT98J		30		Jack high 4 flush
JT98T		30		Jack high 4 flush
JT989		30		Jack high 4 flush
JT988		30		Jack high 4 flush
JT987		30		Jack high 4 flush
JT986		30		Jack high 4 flush
JT97A		30		Jack high 4 flush
JT97K		30		Jack high 4 flush
JT97Q		30		Jack high 4 flush
JT97J		30		Jack high 4 flush
JT97T		30		Jack high 4 flush
JT979		30		Jack high 4 flush
JT978		30		Jack high 4 flush
JT977		30		Jack high 4 flush
JT976		30		Jack high 4 flush
JT96A		30		Jack high 4 flush
JT96K		30		Jack high 4 flush
JT96Q		30		Jack high 4 flush
JT96J		30		Jack high 4 flush
JT96T		30		Jack high 4 flush
JT969		30		Jack high 4 flush
JT968		30		Jack high 4 flush
JT967		30		Jack high 4 flush
JT966		30		Jack high 4 flush
JT87A		30		Jack high 4 flush
JT87K		30		Jack high 4 flush
JT87Q		30		Jack high 4 flush
JT87J		30		Jack high 4 flush
JT87T		30		Jack high 4 flush
JT879		30		Jack high 4 flush
JT878		30		Jack high 4 flush
JT877		30		Jack high 4 flush
JT876		30		Jack high 4 flush
JT86A		30		Jack high 4 flush
JT86K		30		Jack high 4 flush
JT86Q		30		Jack high 4 flush
JT86J		30		Jack high 4 flush
JT86T		30		Jack high 4 flush
JT869		30		Jack high 4 flush
JT868		30		Jack high 4 flush
JT867		30		Jack high 4 flush
JT866		30		Jack high 4 flush
JT76A		30		Jack high 4 flush
JT76K		30		Jack high 4 flush
JT76Q		30		Jack high 4 flush
JT76J		30		Jack high 4 flush
JT76T		30		Jack high 4 flush
JT769		30		Jack high 4 flush
JT768		30		Jack high 4 flush
JT767		30		Jack high 4 flush
JT766		30		Jack high 4 flush
J987A		30		Jack high 4 flush
J987K		30		Jack high 4 flush
J987Q		30		Jack high 4 flush
J987J		30		Jack high 4 flush
J987T		30		Jack high 4 flush
J9879		30		Jack high 4 flush
J9878		30		Jack high 4 flush
J9877		30		Jack high 4 flush
J9876		30		Jack high 4 flush
J986A		30		Jack high 4 flush
J986K		30		Jack high 4 flush
J986Q		30		Jack high 4 flush
J986J		30		Jack high 4 flush
J986T		30		Jack high 4 flush
J9869		30		Jack high 4 flush
J9868		30		Jack high 4 flush
J9867		30		Jack high 4 flush
J9866		30		Jack high 4 flush
J976A		30		Jack high 4 flush
J976K		30		Jack high 4 flush
J976Q		30		Jack high 4 flush
J976J		30		Jack high 4 flush
J976T		30		Jack high 4 flush
J9769		30		Jack high 4 flush
J9768		30		Jack high 4 flush
J9767		30		Jack high 4 flush
J9766		30		Jack high 4 flush
J876A		30		Jack high 4 flush
J876K		30		Jack high 4 flush
J876Q		30		Jack high 4 flush
J876J		30		Jack high 4 flush
J876T		30		Jack high 4 flush
J8769		30		Jack high 4 flush
J8768		30		Jack high 4 flush
J8767		30		Jack high 4 flush
J8766		30		Jack high 4 flush
T987A		30		Ten high 4 flush
T987K		30		Ten high 4 flush
T987Q		30		Ten high 4 flush
T987J		30		Ten high 4 flush
T987T		30		Ten high 4 flush
T9879		30		Ten high 4 flush
T9878		30		Ten high 4 flush
T9877		30		Ten high 4 flush
T9876		30		Ten high 4 flush
T986A		30		Ten high 4 flush
T986K		30		Ten high 4 flush
T986Q		30		Ten high 4 flush
T986J		30		Ten high 4 flush
T986T		30		Ten high 4 flush
T9869		30		Ten high 4 flush
T9868		30		Ten high 4 flush
T9867		30		Ten high 4 flush
T9866		30		Ten high 4 flush
T976A		30		Ten high 4 flush
T976K		30		Ten high 4 flush
T976Q		30		Ten high 4 flush
T976J		30		Ten high 4 flush
T976T		30		Ten high 4 flush
T9769		30		Ten high 4 flush
T9768		30		Ten high 4 flush
T9767		30		Ten high 4 flush
T9766		30		Ten high 4 flush
T876A		30		Ten high 4 flush
T876K		30		Ten high 4 flush
T876Q		30		Ten high 4 flush
T876J		30		Ten high 4 flush
T876T		30		Ten high 4 flush
T8769		30		Ten high 4 flush
T8768		30		Ten high 4 flush
T8767		30		Ten high 4 flush
T8766		30		Ten high 4 flush
9876A		30		Nine high 4 flush
9876K		30		Nine high 4 flush
9876Q		30		Nine high 4 flush
9876J		30		Nine high 4 flush
9876T		30		Nine high 4 flush
98769		30		Nine high 4 flush
98768		30		Nine high 4 flush
98767		30		Nine high 4 flush
98766		30		Nine high 4 flush
AKQJT		7620	Ace high straight
KQJT9		7620	King high straight
QJT98		7620	Queen high straight
JT987		7620	Jack high straight
T9876		7620	Ten high straight
9876A		7620	Nine high straight
AAAKQ		720		Three Aces
AAAKJ		720		Three Aces
AAAKT		720		Three Aces
AAAK9		720		Three Aces
AAAK8		720		Three Aces
AAAK7		720		Three Aces
AAAK6		720		Three Aces
AAAQJ		720		Three Aces
AAAQT		720		Three Aces
AAAQ9		720		Three Aces
AAAQ8		720		Three Aces
AAAQ7		720		Three Aces
AAAQ6		720		Three Aces
AAAJT		720		Three Aces
AAAJ9		720		Three Aces
AAAJ8		720		Three Aces
AAAJ7		720		Three Aces
AAAJ6		720		Three Aces
AAAT9		720		Three Aces
AAAT8		720		Three Aces
AAAT7		720		Three Aces
AAAT6		720		Three Aces
AAA98		720		Three Aces
AAA97		720		Three Aces
AAA96		720		Three Aces
AAA87		720		Three Aces
AAA86		720		Three Aces
AAA76		720		Three Aces
KKKAQ		720		Three Kings
KKKAJ		720		Three Kings
KKKAT		720		Three Kings
KKKA9		720		Three Kings
KKKA8		720		Three Kings
KKKA7		720		Three Kings
KKKA6		720		Three Kings
KKKQJ		720		Three Kings
KKKQT		720		Three Kings
KKKQ9		720		Three Kings
KKKQ8		720		Three Kings
KKKQ7		720		Three Kings
KKKQ6		720		Three Kings
KKKJT		720		Three Kings
KKKJ9		720		Three Kings
KKKJ8		720		Three Kings
KKKJ7		720		Three Kings
KKKJ6		720		Three Kings
KKKT9		720		Three Kings
KKKT8		720		Three Kings
KKKT7		720		Three Kings
KKKT6		720		Three Kings
KKK98		720		Three Kings
KKK97		720		Three Kings
KKK96		720		Three Kings
KKK87		720		Three Kings
KKK86		720		Three Kings
KKK76		720		Three Kings
QQQAK		720		Three Queens
QQQAJ		720		Three Queens
QQQAT		720		Three Queens
QQQA9		720		Three Queens
QQQA8		720		Three Queens
QQQA7		720		Three Queens
QQQA6		720		Three Queens
QQQKJ		720		Three Queens
QQQKT		720		Three Queens
QQQK9		720		Three Queens
QQQK8		720		Three Queens
QQQK7		720		Three Queens
QQQK6		720		Three Queens
QQQJT		720		Three Queens
QQQJ9		720		Three Queens
QQQJ8		720		Three Queens
QQQJ7		720		Three Queens
QQQJ6		720		Three Queens
QQQT9		720		Three Queens
QQQT8		720		Three Queens
QQQT7		720		Three Queens
QQQT6		720		Three Queens
QQQ98		720		Three Queens
QQQ97		720		Three Queens
QQQ96		720		Three Queens
QQQ87		720		Three Queens
QQQ86		720		Three Queens
QQQ76		720		Three Queens
JJJAK		720		Three Jacks
JJJAQ		720		Three Jacks
JJJAT		720		Three Jacks
JJJA9		720		Three Jacks
JJJA8		720		Three Jacks
JJJA7		720		Three Jacks
JJJA6		720		Three Jacks
JJJKQ		720		Three Jacks
JJJKT		720		Three Jacks
JJJK9		720		Three Jacks
JJJK8		720		Three Jacks
JJJK7		720		Three Jacks
JJJK6		720		Three Jacks
JJJQT		720		Three Jacks
JJJQ9		720		Three Jacks
JJJQ8		720		Three Jacks
JJJQ7		720		Three Jacks
JJJQ6		720		Three Jacks
JJJT9		720		Three Jacks
JJJT8		720		Three Jacks
JJJT7		720		Three Jacks
JJJT6		720		Three Jacks
JJJ98		720		Three Jacks
JJJ97		720		Three Jacks
JJJ96		720		Three Jacks
JJJ87		720		Three Jacks
JJJ86		720		Three Jacks
JJJ76		720		Three Jacks
TTTAK		720		Three Tens
TTTAQ		720		Three Tens
TTTAJ		720		Three Tens
TTTA9		720		Three Tens
TTTA8		720		Three Tens
TTTA7		720		Three Tens
TTTA6		720		Three Tens
TTTKQ		720		Three Tens
TTTKJ		720		Three Tens
TTTK9		720		Three Tens
TTTK8		720		Three Tens
TTTK7		720		Three Tens
TTTK6		720		Three Tens
TTTQJ		720		Three Tens
TTTQ9		720		Three Tens
TTTQ8		720		Three Tens
TTTQ7		720		Three Tens
TTTQ6		720		Three Tens
TTTJ9		720		Three Tens
TTTJ8		720		Three Tens
TTTJ7		720		Three Tens
TTTJ6		720		Three Tens
TTT98		720		Three Tens
TTT97		720		Three Tens
TTT96		720		Three Tens
TTT87		720		Three Tens
TTT86		720		Three Tens
TTT76		720		Three Tens
999AK		720		Three Nines
999AQ		720		Three Nines
999AJ		720		Three Nines
999AT		720		Three Nines
999A8		720		Three Nines
999A7		720		Three Nines
999A6		720		Three Nines
999KQ		720		Three Nines
999KJ		720		Three Nines
999KT		720		Three Nines
999K8		720		Three Nines
999K7		720		Three Nines
999K6		720		Three Nines
999QJ		720		Three Nines
999QT		720		Three Nines
999Q8		720		Three Nines
999Q7		720		Three Nines
999Q6		720		Three Nines
999JT		720		Three Nines
999J8		720		Three Nines
999J7		720		Three Nines
999J6		720		Three Nines
999T8		720		Three Nines
999T7		720		Three Nines
999T6		720		Three Nines
99987		720		Three Nines
99986		720		Three Nines
99976		720		Three Nines
888AK		720		Three Eights
888AQ		720		Three Eights
888AJ		720		Three Eights
888AT		720		Three Eights
888A9		720		Three Eights
888A7		720		Three Eights
888A6		720		Three Eights
888KQ		720		Three Eights
888KJ		720		Three Eights
888KT		720		Three Eights
888K9		720		Three Eights
888K7		720		Three Eights
888K6		720		Three Eights
888QJ		720		Three Eights
888QT		720		Three Eights
888Q9		720		Three Eights
888Q7		720		Three Eights
888Q6		720		Three Eights
888JT		720		Three Eights
888J9		720		Three Eights
888J7		720		Three Eights
888J6		720		Three Eights
888T9		720		Three Eights
888T7		720		Three Eights
888T6		720		Three Eights
88897		720		Three Eights
88896		720		Three Eights
88876		720		Three Eights
777AK		720		Three Sevens
777AQ		720		Three Sevens
777AJ		720		Three Sevens
777AT		720		Three Sevens
777A9		720		Three Sevens
777A8		720		Three Sevens
777A6		720		Three Sevens
777KQ		720		Three Sevens
777KJ		720		Three Sevens
777KT		720		Three Sevens
777K9		720		Three Sevens
777K8		720		Three Sevens
777K6		720		Three Sevens
777QJ		720		Three Sevens
777QT		720		Three Sevens
777Q9		720		Three Sevens
777Q8		720		Three Sevens
777Q6		720		Three Sevens
777JT		720		Three Sevens
777J9		720		Three Sevens
777J8		720		Three Sevens
777J6		720		Three Sevens
777T9		720		Three Sevens
777T8		720		Three Sevens
777T6		720		Three Sevens
77798		720		Three Sevens
77796		720		Three Sevens
77786		720		Three Sevens
666AK		720		Three Sixes
666AQ		720		Three Sixes
666AJ		720		Three Sixes
666AT		720		Three Sixes
666A9		720		Three Sixes
666A8		720		Three Sixes
666A7		720		Three Sixes
666KQ		720		Three Sixes
666KJ		720		Three Sixes
666KT		720		Three Sixes
666K9		720		Three Sixes
666K8		720		Three Sixes
666K7		720		Three Sixes
666QJ		720		Three Sixes
666QT		720		Three Sixes
666Q9		720		Three Sixes
666Q8		720		Three Sixes
666Q7		720		Three Sixes
666JT		720		Three Sixes
666J9		720		Three Sixes
666J8		720		Three Sixes
666J7		720		Three Sixes
666T9		720		Three Sixes
666T8		720		Three Sixes
666T7		720		Three Sixes
66698		720		Three Sixes
66697		720		Three Sixes
66687		720		Three Sixes
AAKKQ		1350		Aces and Kings
AAKKJ		1350		Aces and Kings
AAKKT		1350		Aces and Kings
AAKK9		1350		Aces and Kings
AAKK8		1350		Aces and Kings
AAKK7		1350		Aces and Kings
AAKK6		1350		Aces and Kings
AAQQK		1350		Aces and Queens
AAQQJ		1350		Aces and Queens
AAQQT		1350		Aces and Queens
AAQQ9		1350		Aces and Queens
AAQQ8		1350		Aces and Queens
AAQQ7		1350		Aces and Queens
AAQQ6		1350		Aces and Queens
AAJJK		1350		Aces and Jacks
AAJJQ		1350		Aces and Jacks
AAJJT		1350		Aces and Jacks
AAJJ9		1350		Aces and Jacks
AAJJ8		1350		Aces and Jacks
AAJJ7		1350		Aces and Jacks
AAJJ6		1350		Aces and Jacks
AATTK		1350		Aces and Tens
AATTQ		1350		Aces and Tens
AATTJ		1350		Aces and Tens
AATT9		1350		Aces and Tens
AATT8		1350		Aces and Tens
AATT7		1350		Aces and Tens
AATT6		1350		Aces and Tens
AA99K		1350		Aces and Nines
AA99Q		1350		Aces and Nines
AA99J		1350		Aces and Nines
AA99T		1350		Aces and Nines
AA998		1350		Aces and Nines
AA997		1350		Aces and Nines
AA996		1350		Aces and Nines
AA88K		1350		Aces and Eights
AA88Q		1350		Aces and Eights
AA88J		1350		Aces and Eights
AA88T		1350		Aces and Eights
AA889		1350		Aces and Eights
AA887		1350		Aces and Eights
AA886		1350		Aces and Eights
AA77K		1350		Aces and Sevens
AA77Q		1350		Aces and Sevens
AA77J		1350		Aces and Sevens
AA77T		1350		Aces and Sevens
AA779		1350		Aces and Sevens
AA778		1350		Aces and Sevens
AA776		1350		Aces and Sevens
AA66K		1350		Aces and Sixes
AA66Q		1350		Aces and Sixes
AA66J		1350		Aces and Sixes
AA66T		1350		Aces and Sixes
AA669		1350		Aces and Sixes
AA668		1350		Aces and Sixes
AA667		1350		Aces and Sixes
